Loc.code,Province,EcoRegion,Site,SiteName,Aspect_NS,Soil,Loc.code,y,x,elev,Aspect,Slope,Moss,Rocks,Bare Soil,Burrow,Litter Depth,Scat,Shrub Cover,Herb Cover,Mean shrub ht (m,max shrub ht (m),OM,ENR,Bray_P,Olsen_P,PH,K,S,MG,CA,NA,H,CEC,CaMgRatio,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,ndvi_mar,ndvi_aug
scginse,sc,1788,gi,Gilroy,n,se,scginse,36.99067,-121.58983,97,39,12.9,0,12.57,9.14,0.57,0.37,0,0,78.14,0,0,4.3,116,16.3,22.3,7.1,267.5,20.8,3270,398.4,21.6,0,29.7,0.12,149,149,54,4256,295,24,271,94,199,203,94,498,101,2,88,263,7,11,263,187,107
scgisns,sc,1788,gi,Gilroy,s,ns,scgisns,37.00427,-121.67957,173,198.3,17.7,0,0,2.86,0,9.43,0,14.86,31.29,0.19,0.36,8,190,2.5,4.3,5.8,263,2.07,1591,3294,25.2,7.1,37.4,2.07,145,143,56,4021,281,26,255,94,193,196,94,572,117,2,89,305,7,12,305,100,207
scgisse,sc,1788,gi,Gilroy,s,se,scgisse,36.99050,-121.59000,99,136,5.7,0.11,36.14,3.44,0.29,0.2,0.14,0,57.86,0,0,4.3,116,8.3,14.5,7,127.7,12.2,2691,371.4,17.4,0,24.4,0.14,149,149,54,4256,295,24,271,94,199,203,94,498,101,2,88,263,7,11,263,187,107
schlnns,sc,1896,hl,Hunter-Liggett,n,ns,schlnns,35.84675,-121.27418,788,81.3,17.3,0,11,1.43,0,6.57,0,87.29,0.71,2.01,2.51,15,330.8,2,5,5.7,176.4,3.38,588,1990,42.6,4.1,19.5,3.38,120,157,61,3614,265,8,257,82,165,170,80,537,103,1,88,283,5,12,283,186,195
schlnse,sc,1896,hl,Hunter-Liggett,n,se,schlnse,35.84245,-121.25985,701,156,19.3,0,38.14,7.71,0.14,0.79,0,46.25,28.29,2.13,2.13,3.2,93,2.9,8,7.1,65.5,4.6,2376,540,13.4,0,22.5,0.23,121,157,61,3572,265,9,256,83,166,170,82,525,101,1,89,277,5,11,277,170,163
schlsns,sc,1896,hl,Hunter-Liggett,s,ns,schlsns,35.83452,-121.27468,681,228.7,23.1,0,8.57,7.86,0,5,0,88.57,0.29,1.63,2,5.3,136.8,2.9,4.9,5.7,157.2,4.5,196.1,882.8,21.9,1.7,8.2,4.5,121,156,61,3539,264,10,254,82,165,170,82,515,99,1,89,272,5,11,272,181,172
schlsse,sc,1896,hl,Hunter-Liggett,s,se,schlsse,35.84245,-121.25985,701,199,18.9,0,14.71,6.14,0.43,0.91,0.21,46.25,33.43,1.33,1.39,13,289,2.1,10.8,6.9,97.7,9.3,2364,858.6,16,0.4,24.4,0.36,121,157,61,3572,265,9,256,83,166,170,82,525,101,1,89,277,5,11,277,170,163
schpnns,sc,2176,hp,Hidden Potrero,n,ns,schpnns,34.56141,-119.75528,658,18.9,11.7,6.43,0,22.71,0,1.14,0,74.57,65.71,1.63,2.51,5.2,133.6,20,10.8,7.4,499.1,6.82,518.6,3536,22.4,0,23.3,6.82,142,131,51,4362,283,29,254,95,196,202,92,638,136,0,96,376,2,11,360,152,143
schpnse,sc,2176,hp,Hidden Potrero,n,se,schpnse,34.57028,-119.73886,786,19,23.7,0.29,19.21,46.86,3.29,1.51,0.14,31.5,9.72,1.57,1.57,1.2,53,14.1,2.7,7.5,42.3,14.9,767.3,197.5,10.3,0,7.4,0.26,135,128,50,4488,278,24,254,87,191,197,85,664,138,0,95,383,3,13,369,171,169
schpsns,sc,2176,hp,Hidden Potrero,s,ns,schpsns,34.56172,-119.75742,630,245.4,19.3,0,4.71,57.86,0.14,0,0,42.14,20.57,1.17,1.51,6.4,157.8,0.3,2,6.7,388,2.78,1087,3026,20.2,1.2,26.3,2.78,142,131,51,4362,283,29,254,95,196,202,92,638,136,0,96,376,2,11,360,183,172
schpsse,sc,2176,hp,Hidden Potrero,s,se,schpsse,34.56996,-119.73984,815,257,36.3,0,41.43,45,0.29,0.23,0,2.5,9.79,0,0,0.7,44,18.8,1,7.6,26.5,41.5,942.6,308.6,11.5,0,9.4,0.33,135,128,50,4488,278,24,254,87,191,197,85,664,138,0,95,383,3,13,369,163,144
schunns,sc,2167,hu,Hutchings Ranch,n,ns,schunns,35.00161,-120.12979,382,43.6,40.6,2.29,0.71,11.71,0,1.93,0,35.86,39.29,0.99,1.56,5.5,140.4,16.3,10.1,7.2,355.8,7.83,368.4,2883,24.8,0,18.4,7.83,147,151,55,4291,297,23,274,102,201,204,96,480,93,0,89,270,3,12,254,175,150
schunse,sc,2167,hu,Hutchings Ranch,n,se,schunse,35.03983,-120.17683,375,280,18.4,0,25.36,33.29,1.07,0.31,0.14,7.75,27.71,0.14,0.14,1.4,58,8.7,8,7.3,45.8,4.6,701.5,309.6,10,0,7.5,0.44,150,154,57,4020,296,26,270,107,199,203,101,435,85,0,89,246,2,10,231,166,130
schusns,sc,2167,hu,Hutchings Ranch,s,ns,schusns,35.00549,-120.12594,399,247.6,27.4,0,1.14,24.29,0,3.5,0.14,67.86,7,0.57,0.97,5.8,145,2,10.2,7.7,262.5,19.31,208.4,4025,17.3,0,22.5,19.31,147,151,55,4291,297,23,274,102,201,204,96,480,93,0,89,270,3,12,254,175,166
schusse,sc,2167,hu,Hutchings Ranch,s,se,schusse,35.03888,-120.17833,321,193,26.4,0,34.71,33.14,0.29,0.21,0,13,13.21,0.46,0.46,1.7,64,10.8,12.5,7.3,57.1,13.2,783.9,325.2,10.2,0,8.3,0.41,150,154,57,4020,296,26,270,107,199,203,101,435,85,0,89,246,2,10,231,166,130
sclmnns,sc,1802,lm,Languna Mountain,n,ns,sclmnns,36.36401,-120.83106,922,44.9,22.1,6.57,14.43,16.43,0,0.79,0,20.71,46.14,0.53,0.83,7.8,185,14.8,14.2,6,150,5.68,405.1,2302,13.6,2.7,18,5.68,126,183,53,5698,331,-14,345,67,202,204,63,592,110,1,85,309,7,17,302,164,152
sclmnse,sc,1802,lm,Languna Mountain,n,se,sclmnse,36.36057,-120.82448,986,359,14.4,0.27,14.07,1.71,3.43,2.03,0.57,59,0.37,1.62,1.62,7.7,184,16.2,8.5,6.9,150.3,3.3,2204,723.8,10.4,0.3,22.5,0.33,128,184,53,5725,334,-13,347,69,204,205,64,570,106,1,85,297,7,17,291,165,155
sclmsns,sc,1802,lm,Languna Mountain,s,ns,sclmsns,36.36267,-120.83279,912,251.9,15.3,0,6.86,0,0.5,0,4.71,4.71,48.29,0.1,0.12,5.3,135,10.3,12.2,6.8,246.6,4.19,511.8,2144,18.8,0.5,16.1,4.19,126,183,53,5698,331,-14,345,67,202,204,63,592,110,1,85,309,7,17,302,151,143
sclmsse,sc,1802,lm,Languna Mountain,s,se,sclmsse,36.36057,-120.82448,986,211,19.1,0,39.43,4.29,0.36,0.57,0.86,63,0,1.3,1.3,6.5,159,14.7,2.9,6.9,168.9,4.4,2223,573.2,10.4,0.3,21.9,0.26,128,184,53,5725,334,-13,347,69,204,205,64,570,106,1,85,297,7,17,291,165,155
scpanse,sc,1482,pa,Piedra Azul,n,se,scpanse,36.84850,-120.97267,427,146,20.4,0,6.14,10.14,0.71,0.59,0,19.25,69.43,0.41,0.41,3.8,107,10.4,10.8,6.9,157.9,4.2,870.8,675.9,10.3,0.2,11.1,0.78,152,168,49,6016,349,9,340,90,229,230,78,283,51,1,80,142,5,13,142,195,90
scpasse,sc,1482,pa,Piedra Azul,s,se,scpasse,36.84850,-120.97250,427,166,25.6,0,47.14,14,1,0.46,0.43,3.75,38.86,0,0,2.4,78,8.4,6.7,6.9,140.3,13.7,966.1,543.3,10.6,0.2,11.2,0.56,152,168,49,6016,349,9,340,90,229,230,78,283,51,1,80,142,5,13,142,195,90
scpfnns,sc,1839,pf,Parkfield,n,ns,scpfnns,35.92337,-120.51344,603,64.3,13,0,1.14,61.43,0,0.14,0,2.14,27.43,0.21,0.26,2.7,84.2,19.2,10.3,6.7,216.7,3.87,673.7,2610,35.2,0.9,20.2,3.87,142,188,52,5910,350,-9,359,82,220,220,72,450,88,1,88,244,4,13,240,170,145
scpfnse,sc,1839,pf,Parkfield,n,se,scpfnse,35.97133,-120.46843,732,352,15.7,0,15.14,9.5,12.57,1.93,0.43,66.5,21.83,1.81,1.81,6.6,162,18.3,10.5,7,208.5,2,1624,792.3,8,0,17.9,0.49,141,187,51,6052,351,-10,361,79,221,221,70,464,90,1,87,250,5,14,245,166,135
scpfsns,sc,1839,pf,Parkfield,s,ns,scpfsns,35.92236,-120.51440,623,139.6,12.4,0.14,0.43,60.57,0,0.29,0,30.71,19.29,0.36,0.53,3.5,100,7.5,4.7,5.7,105.5,3.94,323.2,1273,24.6,2.5,11.9,3.94,142,188,52,5910,350,-9,359,82,220,220,72,450,88,1,88,244,4,13,240,170,145
scpfsse,sc,1839,pf,Parkfield,s,se,scpfsse,35.97100,-120.46843,732,241,22.9,0,11.14,19.86,8.86,1.39,0.57,39,24.37,1.14,1.14,5.1,131,20.4,10.1,7.1,177.2,3.1,1599,751.9,8.8,0,17.4,0.47,141,187,51,6052,351,-10,361,79,221,221,70,464,90,1,87,250,5,14,245,166,135
scppnns,sc,2243,pp,Pleasant's Peak,n,ns,scppnns,33.73967,-117.54727,1095,151.3,38.4,0,0,2.14,0,8.43,0,32.86,49.29,1.13,1.6,13.2,294.8,22.7,6.7,6.1,170.2,5.72,345.7,1977,43.7,2.2,15.5,5.72,135,139,48,5288,298,13,285,79,203,210,77,805,153,3,87,438,13,28,421,205,185
scppnse,sc,2243,pp,Pleasant's Peak,n,se,scppnse,33.79821,-117.61993,1125,239,18.3,0.36,37.43,1.29,0.14,5.26,0.14,0,3.74,2.14,2.14,2.3,77,2,1,7.5,60.9,0,728.4,1006,19.5,0,11.3,1.38,135,139,48,5327,299,12,287,79,204,210,76,813,155,3,89,444,13,27,426,174,166
scppsns,sc,2243,pp,Pleasant's Peak,s,ns,scppsns,33.74624,-117.54353,891,263.3,25.9,0.29,2.71,10,0.43,2.64,0,95.71,25.29,2.07,3.11,13.8,306.8,14.7,13.4,6,161.8,11.64,196.3,2284,19.7,2.4,15.9,11.64,142,140,49,5224,305,20,285,87,209,216,84,754,145,3,88,412,12,25,395,201,184
scppsse,sc,2243,pp,Pleasant's Peak,s,se,scppsse,33.79717,-117.61967,1135,113,8.7,0,21.57,21.71,0,3.3,0,1,9.59,1.64,1.64,2.8,86,6.6,1,7.4,74.4,0,908.5,1173,15.2,0,13.6,1.29,135,139,48,5327,299,12,287,79,204,210,76,813,155,3,89,444,13,27,426,174,166
scrrnns,sc,1716,rr,Romero Ranch,n,ns,scrrnns,37.14870,-121.18902,260,217.7,18.7,0,5.57,34.71,1.14,0.21,0.29,0,57.14,0,0,4.9,127.6,62,21.4,6.2,274.6,7.17,203.1,1457,18.2,1.3,11,7.17,156,152,47,5947,341,18,323,81,231,232,81,337,66,1,82,174,5,11,174,180,110
scrrnse,sc,1716,rr,Romero Ranch,n,se,scrrnse,37.14892,-121.16515,267,89,23.1,0.57,5.71,13.14,21.71,0.93,0,5.5,47.14,0.1,0.1,1.6,62,2.3,6.4,7.3,71.2,10.6,1227,898.3,11.8,0,14.8,0.73,156,152,46,6006,343,17,326,81,233,233,81,334,65,1,84,172,5,5,172,199,112
scrrsns,sc,1716,rr,Romero Ranch,s,ns,scrrsns,37.14993,-121.18922,257,182.6,12.6,0,13.43,12.86,0,0.43,0,0,69.29,0,0,3.5,99.2,14.8,8.6,6.6,326.5,2.37,513.9,1219,16.2,0.7,11.9,2.37,156,152,47,5947,341,18,323,81,231,232,81,337,66,1,82,174,5,11,174,185,105
scrrsse,sc,1716,rr,Romero Ranch,s,se,scrrsse,37.14878,-121.16540,273,184,22.6,0,9.71,16,17.86,0.21,0.29,7.5,36.43,0.07,0.07,2.2,75,2.2,6.5,7.6,80.4,17.6,898.3,1736,16.8,0,16.3,1.93,156,152,46,6006,343,17,326,81,233,233,81,334,65,1,84,172,5,5,172,199,112
scsanns,sc,1896,sa,San Martin Top,n,ns,scsanns,35.89150,-121.37958,944,101.9,25.3,0,0.71,0,14.29,13.14,0,0,0,0,0,7,169.4,4.9,6.7,5.2,225.8,2.87,317.8,911,26.8,4.1,12,2.87,110,149,60,3680,253,6,247,71,156,161,71,696,131,1,87,363,6,14,363,219,228
scsanse,sc,1896,sa,San Martin Top,n,se,scsanse,35.87762,-121.40078,890,351,20,0.07,55.14,3.14,1.93,1.68,0.14,51.25,0.51,1.74,1.74,5.1,132,40.1,14,7,39.1,2,1100,485.8,13.7,0,11.6,0.44,113,148,60,3491,252,9,243,75,156,161,75,660,125,1,87,345,6,13,345,178,196
scsasns,sc,1896,sa,San Martin Top,s,ns,scsasns,35.88570,-121.38002,826,213.1,25.7,0,26.57,21.14,0.29,3.79,0,61,0,1.3,1.77,5.6,142.6,4.2,5.6,5.9,169.6,1.96,664.1,1303,20.8,2.6,15,1.96,110,149,60,3680,253,6,247,71,156,161,71,696,131,1,87,363,6,14,363,210,210
scsasse,sc,1896,sa,San Martin Top,s,se,scsasse,35.87883,-121.40348,904,129,14.9,0.23,27.21,1.36,23.57,4.29,0.57,85.75,0.84,1.59,1.59,8.4,198,16.4,14.2,6.3,228.1,1.3,1297,1286,18.3,2.1,19.8,0.99,113,148,60,3491,252,9,243,75,156,161,75,660,125,1,87,345,6,13,345,156,161
scsbnse,sc,1802,sb,San Benito Mountain,n,se,scsbnse,36.38215,-120.66278,1367,356,15.3,0.11,0.7,0,1,8.23,0.14,84.25,0,1.99,6.09,5.1,133,16.4,10.2,6.9,104.4,2.8,906.4,794,9.8,0.2,11.9,0.88,109,161,50,5650,303,-16,319,51,185,187,50,827,152,2,85,425,10,22,417,194,176
scsbsse,sc,1802,sb,San Benito Mountain,s,se,scsbsse,36.38185,-120.66278,1370,197,9.1,0,10,0.86,2.51,4.28,0.86,73.3,0,1.84,1.84,5.6,141,18,8.9,7.2,70.2,2.9,1143,775.2,8.9,0,13.5,0.68,109,161,50,5650,303,-16,319,51,185,187,50,827,152,2,85,425,10,22,417,194,176
scsenns,sc,1173,se,Serpentine Prairie,n,ns,scsenns,37.81338,-122.18832,304,35.4,31.5,0,1,10,0,1.64,0,42.86,36.71,0.21,0.37,7.7,184.8,22,7.7,5.2,252.5,2.53,635.2,1610,29.5,7.4,21.4,2.53,141,112,52,3764,257,44,213,94,184,189,94,700,141,1,86,361,9,13,361,85,184
scsense,sc,1173,se,Serpentine Prairie,n,se,scsense,37.80253,-122.17395,335,66,17.3,0,1.57,9.29,6,1.06,1.14,0,68.57,0,0,3.4,98,2.1,4,6.9,71.2,6.7,1634,275.2,17.2,0.2,15.3,0.17,141,112,53,3699,256,45,211,95,184,189,95,676,136,1,86,348,8,13,348,155,107
scsesns,sc,1173,se,Serpentine Prairie,s,ns,scsesns,37.81450,-122.18927,305,222.3,30,0.86,3.71,28.57,0,4.14,0,87.14,12.86,1.64,2.39,6.5,159.2,50.1,18,6.5,249.4,2.14,800,1715,22.1,1.3,17.2,2.14,141,112,52,3764,257,44,213,94,184,189,94,700,141,1,86,361,9,13,361,85,210
scsesse,sc,1173,se,Serpentine Prairie,s,se,scsesse,37.80482,-122.17765,341,162,19.1,0.57,11.5,7.57,9.29,1.99,0,1.1,60.71,0,0,2.7,84,2.1,8.3,7.1,59.1,5,1441,257.6,14.3,0,13.3,0.18,141,112,53,3743,256,45,211,95,184,189,95,684,138,1,85,353,8,13,353,116,170
scsfnse,sc,1175,sf,San Francisco-Presidio,n,se,scsfnse,37.79233,-122.45767,69,28,17.3,2.57,0.43,1.14,0.43,1.6,0,1,97.29,0.09,0.09,5.7,143,2.9,8.1,6.7,151.8,11.7,2632,396.9,30.4,1.1,25.3,0.15,140,78,52,2241,216,68,148,109,159,166,109,594,127,1,89,319,7,46,319,205,68
scsfsse,sc,1175,sf,San Francisco-Presidio,s,se,scsfsse,37.79200,-122.45767,74,150,20.1,0,0.57,1.71,0.43,1.93,0,0,92.14,0,0,4.5,120,6,14.9,6.7,206.2,4.9,2020,393.4,23.8,0.9,20.1,0.19,140,78,52,2241,216,68,148,109,159,166,109,594,127,1,89,319,7,46,319,205,68
scshnns,sc,1621,sh,Silver Creek Hills,n,ns,scshnns,37.27708,-122.07177,222,10.4,21.6,0,0,18.43,0,9,0,38.14,30.14,0.38,0.98,16.3,355.8,26.5,14.6,6.3,501.4,7.3,464.7,3393,18.2,2.6,24.7,7.3,141,129,54,3869,269,34,235,93,188,191,93,712,149,2,89,383,8,14,383,216,203
scshnse,sc,1621,sh,Silver Creek Hills,n,se,scshnse,37.29451,-121.79351,111,300,11.1,0,7,3,0.71,2.14,0,0,90,0,0,4.3,116,2.1,14.1,7,164.9,4.8,2735,473.2,23.2,0,25.4,0.17,153,137,52,4355,295,36,259,97,206,208,97,429,90,1,89,229,4,9,229,167,106
scshsns,sc,1621,sh,Silver Creek Hills,s,ns,scshsns,37.27920,-122.07080,219,207.3,34.4,0,3.43,60.43,0.29,0.86,0,52.86,12.43,1.54,2.09,8.5,200.8,10,6.1,6.2,258.8,3.22,824.1,2650,22.9,2.8,23.6,3.22,141,129,54,3869,269,34,235,93,188,191,93,712,149,2,89,383,8,14,383,203,169
scshsse,sc,1621,sh,Silver Creek Hills,s,se,scshsse,37.29403,-121.79282,87,139,13.1,0,17,10.57,0.86,0.57,0,0,70,0,0,2.9,88,4,8.2,7.2,180.7,8.3,2317,471.6,20.2,0,22,0.2,153,137,52,4355,295,36,259,97,206,208,97,429,90,1,89,229,4,9,229,167,106
scslnns,sc,1173,sl,Sunol Wilderness 2,n,ns,scslnns,37.53170,-121.83202,264,109.7,29,0,0,11.71,0,3.57,0,17.14,76.14,0.24,0.3,7.6,182.8,82.5,30.9,6.6,347.4,6.28,463.5,2912,18.8,1.2,20.5,6.28,148,140,50,4800,306,30,276,89,207,211,89,521,105,1,86,272,6,11,272,211,181
scslnse,sc,1173,sl,Sunol Wilderness 2,n,se,scslnse,37.51138,-121.81718,319,296,19.7,0.86,0.43,22,55.71,1.03,0,0,62.86,0,0,2.5,80,2.6,6.5,7.2,18.3,7.6,612.7,198.1,8.9,0,6.1,0.32,149,140,50,4756,306,31,275,90,207,211,90,472,96,1,86,248,6,10,248,209,110
scslsns,sc,1173,sl,Sunol Wilderness 2,s,ns,scslsns,37.53222,-121.83030,281,221.9,33,0,0,17.29,0.14,5.43,0,5.71,74.86,0.02,0.04,7.2,174.6,68.9,30.8,6.5,458.4,5.44,546.4,2971,28.2,1.7,22.3,5.44,148,140,50,4800,306,30,276,89,207,211,89,521,105,1,86,272,6,11,272,211,181
scslsse,sc,1173,sl,Sunol Wilderness 2,s,se,scslsse,37.51132,-121.81712,332,144,23.3,0.14,0,27.14,32.86,1.2,0,0,68.29,0,0,2.6,81,6.1,10.1,7.7,18.8,4.4,417.6,487.7,11.4,0,6,1.17,149,140,50,4756,306,31,275,90,207,211,90,472,96,1,86,248,6,10,248,209,110
scsunns,sc,1173,su,Sunol Wilderness 1,n,ns,scsunns,37.53147,-121.81617,462,60,28.6,0,0.29,5.71,0,4.86,0,12.29,79.57,0.17,0.29,7.2,174.6,4.7,6.5,5.8,208.5,3.19,898.6,2863,29.8,5.2,27.6,3.19,146,138,49,4991,308,30,278,87,208,213,87,586,116,2,86,304,9,14,304,220,148
scsunse,sc,1173,su,Sunol Wilderness 1,n,se,scsunse,37.50792,-121.81373,249,82,7.4,0.21,3.93,3,1.14,0.66,0.71,2.7,61.71,0.21,0.21,6.9,167,14.8,10.3,6.3,246.6,0.1,1008,1058,17.9,1.7,16,1.05,149,141,50,4790,307,29,278,89,207,211,89,491,100,1,87,258,6,10,258,186,125
scsusns,sc,1173,su,Sunol Wilderness 1,s,ns,scsusns,37.52987,-121.81698,467,230.1,40.4,0,14.71,56.14,0,0.21,0,65.71,18.71,0.98,1.25,4,109.4,12.8,10.2,6.8,139.9,2.94,1011,2973,35.4,0.7,24.4,2.94,147,140,50,4879,307,29,278,88,207,211,88,542,109,1,85,283,7,12,283,220,148
scsusse,sc,1173,su,Sunol Wilderness 1,s,se,scsusse,37.50782,-121.81325,250,154,15.3,0.37,5.86,5.57,5.57,1.53,0.29,59.25,42.86,5.67,5.67,3.8,105,28.6,10.4,6.5,188.5,0,313.1,934.6,13.5,0.6,8.4,2.98,149,141,50,4790,307,29,278,89,207,211,89,491,100,1,87,258,6,10,258,186,125
scswnns,sc,2176,sw,Sedgewick Reserve,n,ns,scswnns,34.72273,-120.04673,410,22.1,35.6,0.71,0.14,10,0.14,3.86,0,0,49.29,0.03,0.03,6.1,152,38.7,21.5,6,268.7,2.28,1006,2294,60.1,3.6,24.3,2.28,148,135,54,3902,281,35,246,106,196,201,102,516,105,0,92,298,2,10,278,179,171
scswnse,sc,2176,sw,Sedgewick Reserve,n,se,scswnse,34.73715,-120.04760,702,358,12.1,0,1.07,1.04,5.36,5.56,0.83,64.5,1.84,4.56,4.56,14.8,325,14.6,6.8,6.9,219.2,5.3,2166,773,24.3,0.3,22.7,0.36,139,134,53,4126,278,28,250,94,190,195,92,593,118,0,92,337,3,12,319,178,125
scswsns,sc,2176,sw,Sedgewick Reserve,s,ns,scswsns,34.72450,-120.04617,432,229.4,28.1,0,2.43,37.86,0,0,0,71.43,7.43,1.03,1.41,5.3,135,21.6,9.7,6.4,298.5,7.53,260,1958,19.6,1.3,14,7.53,148,135,54,3902,281,35,246,106,196,201,102,516,105,0,92,298,2,10,278,172,159
scswsse,sc,2176,sw,Sedgewick Reserve,s,se,scswsse,34.73700,-120.04755,702,174,21.7,0,14.14,5.36,2.43,1.67,0.86,51.7,25.81,1.43,1.43,12.7,283,16.1,10.1,6.8,239.4,4.3,2131,758.1,20.1,0.7,22.7,0.36,139,134,53,4126,278,28,250,94,190,195,92,593,118,0,92,337,3,12,319,178,125
scvanns,sc,2178,va,Vandenburg,n,ns,scvanns,34.86578,-120.59167,214,345,24.1,0,0,0,0,1.43,0,0,89.43,0,0,7.2,174.8,8.8,15.5,7.6,811.4,8.75,519.1,4541,61.5,0,29.3,8.75,134,105,63,2001,218,53,165,112,151,161,110,396,80,0,88,217,2,24,209,197,109
scvanse,sc,2178,va,Vandenburg,n,se,scvanse,34.86250,-120.59217,212,22,16.1,0,32.14,5.57,0,0.34,0,0,62.29,0,0,5.8,145,8.1,12,6.8,312.9,15.6,2427,646,61.3,0.7,25,0.27,134,105,63,2001,218,53,165,112,151,161,110,396,80,0,88,217,2,24,209,165,100
scvasns,sc,2178,va,Vandenburg,s,ns,scvasns,34.86376,-120.59223,186,25.6,11.3,0,0,0,0,3.14,0,0,95.14,0,0,5.2,134,2.1,6.8,8,711.4,6.54,735.5,4812,96.8,0,32.3,6.54,134,105,63,2001,218,53,165,112,151,161,110,396,80,0,88,217,2,24,209,182,108
scvasse,sc,2178,va,Vandenburg,s,se,scvasse,34.86250,-120.59250,215,187,12.9,0,7.71,15.71,0.43,0.56,0,0,64.57,0,0,6,150,8,16.2,6.6,286.1,6.6,1849,892.4,63.3,1.3,22,0.48,134,105,63,2001,218,53,165,112,151,161,110,396,80,0,88,217,2,24,209,165,100
scwcnns,sc,1858,wc,Willow Creek,n,ns,scwcnns,35.80728,-121.33070,679,107,25.6,0.29,0,5.14,0,8.57,0,40.71,34.14,0.39,0.91,8.1,192.8,17.5,9.7,5.4,298.4,2.23,775,1726,32.1,6.3,22.2,2.23,120,150,62,3284,254,13,241,84,160,165,84,512,98,1,88,269,5,11,269,185,188
scwcnse,sc,1858,wc,Willow Creek,n,se,scwcnse,35.89280,-121.45500,55,352,27.3,7.43,0,0,0,8,0,64.5,9.93,0.81,0.81,35.3,736,16.5,16.1,5.2,116.7,10.6,862.9,1769,110.1,8.8,25.5,2.05,133,133,65,2402,238,34,204,103,158,163,103,266,52,0,86,141,2,5,141,190,211
scwcsns,sc,1858,wc,Willow Creek,s,ns,scwcsns,35.80642,-121.33100,684,188.9,18,0,1.71,14.86,0.29,4.57,0,7.43,55.57,0.17,0.17,4.7,123.2,4.5,4.1,5.8,123.5,1.03,1606,1658,30.3,5.1,27.1,1.03,120,150,62,3284,254,13,241,84,160,165,84,512,98,1,88,269,5,11,269,164,146
scwcsse,sc,1858,wc,Willow Creek,s,se,scwcsse,35.89490,-121.45500,92,211,21.6,0,10.57,0.36,1.14,4.71,0.14,86.4,0.96,1.13,1.39,20.3,435,18.7,12.3,6,181.6,7.5,1288,1412,158.8,3.3,22.1,1.1,133,133,65,2402,238,34,204,103,158,163,103,266,52,0,86,141,2,5,141,181,211
snbanns,sn,2113,ba,Bakersfield,n,ns,snbanns,35.27325,-118.69449,571,40.9,19.4,0,0,11.71,0,0,0,0,87.86,0,0,5.2,133.8,10.6,9.9,7.4,217,7.97,421.8,3363,18.8,0,20.9,7.97,174,151,43,7029,366,18,348,102,266,266,89,274,51,1,79,142,6,6,127,199,95
snbanse,sn,2113,ba,Bakersfield,n,se,snbanse,35.26580,-118.69075,602,19,10.1,0,6.36,14.43,0.57,0.29,0.43,0,44.14,0,0,1.5,60,18.2,16,6.6,45.9,0,223.9,1713,19.1,0.7,11.3,7.65,169,150,43,7030,361,14,347,97,261,261,84,283,52,1,79,148,6,6,134,188,94
snbasns,sn,2113,ba,Bakersfield,s,ns,snbasns,35.27222,-118.69522,586,204.4,18.9,0,0.71,45,0.29,0,1,0,53.71,0,0,4.2,114.4,10.6,6.7,7.8,212.6,15.14,300,4543,15.6,0,25.7,15.14,174,151,43,7029,366,18,348,102,266,266,89,274,51,1,79,142,6,6,127,199,95
snbasse,sn,2113,ba,Bakersfield,s,se,snbasse,35.26515,-118.69105,600,236,9.9,0,7.64,23,2.14,0.31,0.14,0,48.86,0,0,1,49,16,8.8,6.7,38.6,0,251.2,1532,25.4,0.5,10.4,6.1,169,150,43,7030,361,14,347,97,261,261,84,283,52,1,79,148,6,6,134,201,101
snconns,sn,217,co,Concow,n,ns,snconns,39.75544,-121.49424,887,298.4,14.7,0,0,0,0,8.57,0,6.43,5,0.07,0.1,15.1,332.4,2.3,5.8,6.5,222.7,11.25,181.7,2045,11.3,1,13.3,11.25,125,147,46,6098,313,-5,318,54,205,205,54,1257,250,1,84,656,19,19,656,169,222
snconse,sn,217,co,Concow,n,se,snconse,39.79887,-121.48805,828,32,20.7,2.6,44.21,3.79,0.89,2.71,0.14,32.5,38.29,1.21,3.96,7.1,171,12,14.1,6.8,43.1,6.5,882.2,352.9,6.1,0.3,9.4,0.4,129,147,45,6151,318,-2,320,58,210,210,58,1380,269,2,83,710,22,22,710,180,149
sncosns,sn,217,co,Concow,s,ns,sncosns,39.75468,-121.49326,911,211.3,14.6,1.43,0,0,0,7,0,44.29,11.71,0.5,0.67,17.6,381.6,2.7,9.3,6,228.6,13.12,103.8,1362,29.9,1.5,9.8,13.12,125,147,46,6098,313,-5,318,54,205,205,54,1257,250,1,84,656,19,19,656,169,210
sncosse,sn,217,co,Concow,s,se,sncosse,39.80170,-121.48552,848,190,19,1.44,47.86,3.29,2.43,2.89,0.14,15,18.11,1.59,1.59,5.2,133,12.1,16.8,6.9,147.8,35.1,226.2,623.8,102.2,0.1,5.9,2.76,125,149,46,6098,315,-7,322,54,205,205,54,1257,248,2,83,653,21,21,653,157,138
sncvnns,sn,1213,cv,Coulterville,n,ns,sncvnns,37.59452,-120.13145,377,67.9,29,31.43,3.71,16.71,0,1.29,0,70.29,37.71,2.36,3.71,7.1,171.2,14.4,12.2,6.1,203.4,10.94,139.1,1522,21.4,1.5,10.9,10.94,149,159,46,6581,351,6,345,70,235,235,70,702,129,1,83,356,9,9,356,178,161
